term,grade,origination_vintage,origination_amount,charged_off_date,charged_off_amount,MoB
60 months,E,2013-07-31,11499875,2014-06-30,93211,11
60 months,E,2013-07-31,11499875,2014-07-31,181942,12
60 months,E,2013-07-31,11499875,2014-08-31,128707,13
60 months,E,2013-07-31,11499875,2014-09-30,113949,14
60 months,E,2013-07-31,11499875,2014-10-31,135844,15
60 months,E,2013-07-31,11499875,2014-11-30,80307,16
60 months,E,2013-07-31,11499875,2014-12-31,67096,17
60 months,E,2013-07-31,11499875,2015-01-31,87270,18
60 months,E,2013-07-31,11499875,2015-02-28,78353,19
60 months,E,2013-07-31,11499875,2015-03-31,43934,20
60 months,E,2013-07-31,11499875,2015-04-30,64826,21
60 months,E,2013-07-31,11499875,2015-05-31,77579,22
60 months,E,2013-07-31,11499875,2015-06-30,69855,23
60 months,E,2013-07-31,11499875,2015-07-31,9531,24
60 months,E,2013-07-31,11499875,2015-08-31,17675,25
60 months,E,2013-07-31,11499875,2015-09-30,4821,26
60 months,E,2013-08-31,12513075,,,
60 months,E,2013-08-31,12513075,2014-02-28,11889,6
60 months,E,2013-08-31,12513075,2014-03-31,60857,7
60 months,E,2013-08-31,12513075,2014-04-30,25419,8
60 months,E,2013-08-31,12513075,2014-05-31,20830,9
60 months,E,2013-08-31,12513075,2014-06-30,88060,10
60 months,E,2013-08-31,12513075,2014-07-31,21108,11
60 months,E,2013-08-31,12513075,2014-08-31,66794,12
60 months,E,2013-08-31,12513075,2014-09-30,85672,13
60 months,E,2013-08-31,12513075,2014-10-31,108818,14
60 months,E,2013-08-31,12513075,2014-11-30,85692,15
60 months,E,2013-08-31,12513075,2014-12-31,39953,16
60 months,E,2013-08-31,12513075,2015-01-31,114054,17
60 months,E,2013-08-31,12513075,2015-02-28,96524,18
60 months,E,2013-08-31,12513075,2015-03-31,78760,19
60 months,E,2013-08-31,12513075,2015-04-30,98699,20
60 months,E,2013-08-31,12513075,2015-05-31,48784,21
60 months,E,2013-08-31,12513075,2015-06-30,66467,22
60 months,E,2013-08-31,12513075,2015-07-31,52895,23
60 months,E,2013-08-31,12513075,2015-10-31,9167,26
60 months,E,2013-09-30,14714175,,,
60 months,E,2013-09-30,14714175,2014-03-31,51814,6
60 months,E,2013-09-30,14714175,2014-04-30,64732,7
60 months,E,2013-09-30,14714175,2014-05-31,61438,8
60 months,E,2013-09-30,14714175,2014-06-30,104893,9
60 months,E,2013-09-30,14714175,2014-07-31,109473,10
60 months,E,2013-09-30,14714175,2014-08-31,144840,11
60 months,E,2013-09-30,14714175,2014-09-30,103165,12
60 months,E,2013-09-30,14714175,2014-10-31,99848,13
60 months,E,2013-09-30,14714175,2014-11-30,126711,14
60 months,E,2013-09-30,14714175,2014-12-31,96385,15
60 months,E,2013-09-30,14714175,2015-01-31,181299,16
60 months,E,2013-09-30,14714175,2015-02-28,96987,17
60 months,E,2013-09-30,14714175,2015-03-31,66664,18
60 months,E,2013-09-30,14714175,2015-04-30,68178,19
60 months,E,2013-09-30,14714175,2015-05-31,126060,20
60 months,E,2013-09-30,14714175,2015-06-30,24781,21
60 months,E,2013-09-30,14714175,2015-07-31,40759,22
60 months,E,2013-09-30,14714175,2015-08-31,17899,23
60 months,E,2013-10-31,13828375,,,
60 months,E,2013-10-31,13828375,2014-03-31,51000,5
60 months,E,2013-10-31,13828375,2014-04-30,25841,6
60 months,E,2013-10-31,13828375,2014-06-30,61057,8
60 months,E,2013-10-31,13828375,2014-07-31,106680,9
60 months,E,2013-10-31,13828375,2014-08-31,53342,10
60 months,E,2013-10-31,13828375,2014-09-30,100509,11
60 months,E,2013-10-31,13828375,2014-10-31,21232,12
60 months,E,2013-10-31,13828375,2014-11-30,68406,13
60 months,E,2013-10-31,13828375,2014-12-31,60456,14
60 months,E,2013-10-31,13828375,2015-01-31,154239,15
60 months,E,2013-10-31,13828375,2015-02-28,196152,16
60 months,E,2013-10-31,13828375,2015-03-31,164937,17
60 months,E,2013-10-31,13828375,2015-04-30,85623,18
60 months,E,2013-10-31,13828375,2015-05-31,9679,19
60 months,E,2013-10-31,13828375,2015-06-30,98417,20
60 months,E,2013-10-31,13828375,2015-07-31,48355,21
60 months,E,2013-10-31,13828375,2015-08-31,31764,22
60 months,E,2013-11-30,12230800,,,
60 months,E,2013-11-30,12230800,2014-05-31,62421,6
60 months,E,2013-11-30,12230800,2014-07-31,43751,8
60 months,E,2013-11-30,12230800,2014-08-31,33627,9
60 months,E,2013-11-30,12230800,2014-09-30,71912,10
60 months,E,2013-11-30,12230800,2014-10-31,101921,11
60 months,E,2013-11-30,12230800,2014-11-30,98348,12
60 months,E,2013-11-30,12230800,2014-12-31,234655,13
60 months,E,2013-11-30,12230800,2015-01-31,83696,14
60 months,E,2013-11-30,12230800,2015-02-28,79504,15
60 months,E,2013-11-30,12230800,2015-03-31,119480,16
60 months,E,2013-11-30,12230800,2015-04-30,141843,17
60 months,E,2013-11-30,12230800,2015-05-31,43152,18
60 months,E,2013-11-30,12230800,2015-06-30,196432,19
60 months,E,2013-11-30,12230800,2015-07-31,25042,20
60 months,E,2013-11-30,12230800,2015-08-31,59191,21
60 months,E,2013-12-31,13416075,,,
60 months,E,2013-12-31,13416075,2014-05-31,28000,5
60 months,E,2013-12-31,13416075,2014-06-30,28897,6
60 months,E,2013-12-31,13416075,2014-07-31,59152,7
60 months,E,2013-12-31,13416075,2014-08-31,23643,8
60 months,E,2013-12-31,13416075,2014-10-31,124997,10
60 months,E,2013-12-31,13416075,2014-11-30,146151,11
60 months,E,2013-12-31,13416075,2014-12-31,125014,12
60 months,E,2013-12-31,13416075,2015-01-31,157628,13
60 months,E,2013-12-31,13416075,2015-02-28,307437,14
60 months,E,2013-12-31,13416075,2015-03-31,138590,15
60 months,E,2013-12-31,13416075,2015-04-30,124645,16
60 months,E,2013-12-31,13416075,2015-05-31,40787,17
60 months,E,2013-12-31,13416075,2015-06-30,146649,18
60 months,E,2013-12-31,13416075,2015-07-31,94772,19
60 months,E,2013-12-31,13416075,2015-08-31,73813,20
60 months,E,2013-12-31,13416075,2015-09-30,17681,21
60 months,E,2014-01-31,12265525,,,
60 months,E,2014-01-31,12265525,2014-07-31,23584,6
60 months,E,2014-01-31,12265525,2014-08-31,22188,7
60 months,E,2014-01-31,12265525,2014-09-30,63478,8
60 months,E,2014-01-31,12265525,2014-10-31,26916,9
60 months,E,2014-01-31,12265525,2014-11-30,108772,10
60 months,E,2014-01-31,12265525,2014-12-31,121816,11
60 months,E,2014-01-31,12265525,2015-01-31,75995,12
60 months,E,2014-01-31,12265525,2015-02-28,114406,13
60 months,E,2014-01-31,12265525,2015-03-31,94058,14
60 months,E,2014-01-31,12265525,2015-04-30,87658,15
60 months,E,2014-01-31,12265525,2015-05-31,51603,16
60 months,E,2014-01-31,12265525,2015-06-30,80566,17
60 months,E,2014-01-31,12265525,2015-07-31,64025,18
60 months,E,2014-01-31,12265525,2015-08-31,62880,19
60 months,E,2014-02-28,15596900,,,
60 months,E,2014-02-28,15596900,2014-07-31,25850,5
60 months,E,2014-02-28,15596900,2014-08-31,14862,6
60 months,E,2014-02-28,15596900,2014-09-30,23619,7
60 months,E,2014-02-28,15596900,2014-10-31,96157,8
60 months,E,2014-02-28,15596900,2014-11-30,56798,9
60 months,E,2014-02-28,15596900,2014-12-31,111405,10
60 months,E,2014-02-28,15596900,2015-01-31,164311,11
60 months,E,2014-02-28,15596900,2015-02-28,132463,12
60 months,E,2014-02-28,15596900,2015-03-31,94332,13
60 months,E,2014-02-28,15596900,2015-04-30,162808,14
60 months,E,2014-02-28,15596900,2015-05-31,127571,15
60 months,E,2014-02-28,15596900,2015-06-30,110159,16
60 months,E,2014-02-28,15596900,2015-07-31,31000,17
60 months,E,2014-02-28,15596900,2015-08-31,23098,18
60 months,E,2014-02-28,15596900,2015-09-30,47482,19
60 months,E,2014-03-31,18799100,,,
60 months,E,2014-03-31,18799100,2014-08-31,43450,5
60 months,E,2014-03-31,18799100,2014-10-31,26296,7
60 months,E,2014-03-31,18799100,2014-11-30,27966,8
60 months,E,2014-03-31,18799100,2014-12-31,146853,9
60 months,E,2014-03-31,18799100,2015-01-31,182243,10
60 months,E,2014-03-31,18799100,2015-02-28,119641,11
60 months,E,2014-03-31,18799100,2015-03-31,300740,12
60 months,E,2014-03-31,18799100,2015-04-30,165394,13
60 months,E,2014-03-31,18799100,2015-05-31,198955,14
60 months,E,2014-03-31,18799100,2015-06-30,138751,15
60 months,E,2014-03-31,18799100,2015-07-31,114084,16
60 months,E,2014-03-31,18799100,2015-08-31,22904,17
60 months,E,2014-03-31,18799100,2015-09-30,19187,18
60 months,E,2014-03-31,18799100,2015-10-31,11437,19
60 months,E,2014-04-30,23024475,,,
60 months,E,2014-04-30,23024475,2014-09-30,82475,5
60 months,E,2014-04-30,23024475,2014-10-31,53729,6
60 months,E,2014-04-30,23024475,2014-11-30,87838,7
60 months,E,2014-04-30,23024475,2014-12-31,93676,8
60 months,E,2014-04-30,23024475,2015-01-31,141164,9
60 months,E,2014-04-30,23024475,2015-02-28,209611,10
60 months,E,2014-04-30,23024475,2015-03-31,252840,11
60 months,E,2014-04-30,23024475,2015-04-30,197408,12
60 months,E,2014-04-30,23024475,2015-05-31,140903,13
60 months,E,2014-04-30,23024475,2015-06-30,242590,14
60 months,E,2014-04-30,23024475,2015-07-31,88057,15
60 months,E,2014-04-30,23024475,2015-08-31,77801,16
60 months,E,2014-04-30,23024475,2015-09-30,31892,17
60 months,E,2014-05-31,23427525,,,
60 months,E,2014-05-31,23427525,2014-10-31,45575,5
60 months,E,2014-05-31,23427525,2014-11-30,56796,6
60 months,E,2014-05-31,23427525,2014-12-31,71399,7
60 months,E,2014-05-31,23427525,2015-01-31,90418,8
60 months,E,2014-05-31,23427525,2015-02-28,216617,9
60 months,E,2014-05-31,23427525,2015-03-31,176208,10
60 months,E,2014-05-31,23427525,2015-04-30,159478,11
60 months,E,2014-05-31,23427525,2015-05-31,161881,12
60 months,E,2014-05-31,23427525,2015-06-30,206787,13
60 months,E,2014-05-31,23427525,2015-07-31,36307,14
60 months,E,2014-05-31,23427525,2015-08-31,59271,15
60 months,E,2014-05-31,23427525,2015-09-30,27632,16
60 months,E,2014-05-31,23427525,2015-10-31,16724,17
60 months,E,2014-06-30,23462550,,,
60 months,E,2014-06-30,23462550,2014-11-30,14900,5
60 months,E,2014-06-30,23462550,2014-12-31,30663,6
60 months,E,2014-06-30,23462550,2015-01-31,114211,7
60 months,E,2014-06-30,23462550,2015-02-28,143239,8
60 months,E,2014-06-30,23462550,2015-03-31,143675,9
60 months,E,2014-06-30,23462550,2015-04-30,100813,10
60 months,E,2014-06-30,23462550,2015-05-31,188279,11
60 months,E,2014-06-30,23462550,2015-06-30,166619,12
60 months,E,2014-06-30,23462550,2015-07-31,194386,13
60 months,E,2014-06-30,23462550,2015-08-31,105831,14
60 months,E,2014-06-30,23462550,2015-09-30,26897,15
60 months,E,2014-07-31,37693800,,,
60 months,E,2014-07-31,37693800,2015-01-31,74036,6
60 months,E,2014-07-31,37693800,2015-02-28,195797,7
60 months,E,2014-07-31,37693800,2015-03-31,479171,8
60 months,E,2014-07-31,37693800,2015-04-30,231494,9
60 months,E,2014-07-31,37693800,2015-05-31,262601,10
60 months,E,2014-07-31,37693800,2015-06-30,224604,11
60 months,E,2014-07-31,37693800,2015-07-31,211362,12
60 months,E,2014-07-31,37693800,2015-08-31,68673,13
60 months,E,2014-07-31,37693800,2015-09-30,71506,14
60 months,E,2014-07-31,37693800,2015-10-31,22453,15
60 months,E,2014-08-31,21994850,,,
60 months,E,2014-08-31,21994850,2015-01-31,48025,5
60 months,E,2014-08-31,21994850,2015-02-28,65204,6
60 months,E,2014-08-31,21994850,2015-03-31,147756,7
60 months,E,2014-08-31,21994850,2015-04-30,115439,8
60 months,E,2014-08-31,21994850,2015-05-31,67748,9
60 months,E,2014-08-31,21994850,2015-06-30,181603,10
60 months,E,2014-08-31,21994850,2015-07-31,141055,11
60 months,E,2014-08-31,21994850,2015-09-30,13756,13
60 months,E,2014-09-30,10992700,,,
60 months,E,2014-09-30,10992700,2015-02-28,21200,5
60 months,E,2014-09-30,10992700,2015-04-30,43518,7
60 months,E,2014-09-30,10992700,2015-05-31,10855,8
60 months,E,2014-09-30,10992700,2015-06-30,15337,9
60 months,E,2014-09-30,10992700,2015-07-31,62398,10
60 months,E,2014-09-30,10992700,2015-08-31,18777,11
60 months,E,2014-09-30,10992700,2015-09-30,13514,12
60 months,E,2014-09-30,10992700,2015-10-31,23967,13
60 months,E,2014-10-31,43386100,,,
60 months,E,2014-10-31,43386100,2015-03-31,31200,5
60 months,E,2014-10-31,43386100,2015-04-30,121112,6
60 months,E,2014-10-31,43386100,2015-05-31,93804,7
60 months,E,2014-10-31,43386100,2015-06-30,279066,8
60 months,E,2014-10-31,43386100,2015-07-31,167115,9
60 months,E,2014-10-31,43386100,2015-08-31,85387,10
60 months,E,2014-10-31,43386100,2015-09-30,77731,11
60 months,E,2014-10-31,43386100,2015-10-31,17030,12
60 months,E,2014-11-30,28129750,,,
60 months,E,2014-11-30,28129750,2015-05-31,21388,6
60 months,E,2014-11-30,28129750,2015-06-30,200686,7
60 months,E,2014-11-30,28129750,2015-07-31,70548,8
60 months,E,2014-11-30,28129750,2015-08-31,11481,9
60 months,E,2014-11-30,28129750,2015-09-30,31269,10
60 months,E,2014-11-30,28129750,2015-10-31,13227,11
60 months,E,2014-12-31,10747975,,,
60 months,E,2014-12-31,10747975,2015-05-31,38850,5
60 months,E,2014-12-31,10747975,2015-06-30,11889,6
60 months,E,2014-12-31,10747975,2015-07-31,19147,7
60 months,E,2015-01-31,41033200,,,
60 months,E,2015-01-31,41033200,2015-06-30,48125,5
60 months,E,2015-01-31,41033200,2015-08-31,10873,7
60 months,E,2015-01-31,41033200,2015-09-30,15670,8
60 months,E,2015-02-28,28304150,,,
60 months,E,2015-02-28,28304150,2015-07-31,40075,5
60 months,E,2015-02-28,28304150,2015-08-31,10892,6
60 months,E,2015-02-28,28304150,2015-09-30,19604,7
60 months,E,2015-03-31,30330225,,,
60 months,E,2015-04-30,46481500,,,
60 months,E,2015-05-31,40652275,,,
60 months,E,2015-06-30,38523675,,,
60 months,F,2010-05-31,106000,,,
60 months,F,2010-05-31,106000,2011-03-31,6712,10
60 months,F,2010-05-31,106000,2013-12-31,14675,43
60 months,F,2010-06-30,418100,,,
60 months,F,2010-06-30,418100,2010-11-30,7000,5
60 months,F,2010-06-30,418100,2010-12-31,3167,6
60 months,F,2010-06-30,418100,2012-06-30,5261,24
60 months,F,2010-06-30,418100,2012-07-31,10934,25
60 months,F,2010-06-30,418100,2012-08-31,11507,26
60 months,F,2010-06-30,418100,2012-09-30,11738,27
60 months,F,2010-06-30,418100,2012-10-31,18141,28
60 months,F,2010-06-30,418100,2012-11-30,5616,29
60 months,F,2010-06-30,418100,2013-01-31,7500,31
60 months,F,2010-06-30,418100,2013-08-31,8801,38
60 months,F,2010-06-30,418100,2014-05-31,11280,47
60 months,F,2010-06-30,418100,2015-02-28,8728,56
60 months,F,2010-06-30,418100,2015-06-30,4024,60
60 months,F,2010-07-31,334150,,,
60 months,F,2010-07-31,334150,2012-03-31,21563,20
60 months,F,2010-07-31,334150,2012-07-31,3903,24
60 months,F,2010-07-31,334150,2012-11-30,13940,28
60 months,F,2010-07-31,334150,2012-12-31,4331,29
60 months,F,2010-07-31,334150,2013-04-30,8045,33
60 months,F,2010-07-31,334150,2013-08-31,4357,37
60 months,F,2010-07-31,334150,2014-02-28,11072,43
60 months,F,2010-07-31,334150,2014-04-30,2207,45
60 months,F,2010-07-31,334150,2014-07-31,6056,48
60 months,F,2010-08-31,389525,,,
60 months,F,2010-08-31,389525,2011-05-31,4600,9
60 months,F,2010-08-31,389525,2011-09-30,5494,13
60 months,F,2010-08-31,389525,2011-10-31,26035,14
60 months,F,2010-08-31,389525,2011-11-30,29416,15
60 months,F,2010-08-31,389525,2011-12-31,18287,16
60 months,F,2010-08-31,389525,2012-03-31,11139,19
60 months,F,2010-08-31,389525,2012-06-30,8189,22
60 months,F,2010-08-31,389525,2013-03-31,8741,31
60 months,F,2010-08-31,389525,2013-10-31,14963,38
60 months,F,2010-08-31,389525,2014-02-28,3744,42
60 months,F,2010-09-30,366100,,,
60 months,F,2010-09-30,366100,2012-10-31,402,25
60 months,F,2010-09-30,366100,2013-12-31,6761,39
60 months,F,2010-09-30,366100,2014-02-28,12562,41
60 months,F,2010-09-30,366100,2014-05-31,12345,44
60 months,F,2010-09-30,366100,2015-01-31,2542,52
60 months,F,2010-10-31,543250,,,
60 months,F,2010-10-31,543250,2011-10-31,13899,12
60 months,F,2010-10-31,543250,2012-01-31,20543,15
60 months,F,2010-10-31,543250,2012-02-29,7061,16
60 months,F,2010-10-31,543250,2012-06-30,13442,20
60 months,F,2010-10-31,543250,2013-03-31,10426,29
60 months,F,2010-10-31,543250,2013-08-31,5423,34
60 months,F,2010-10-31,543250,2013-10-31,13899,36
60 months,F,2010-10-31,543250,2014-02-28,5512,40
60 months,F,2010-10-31,543250,2014-12-31,15095,50
60 months,F,2010-11-30,426000,,,
60 months,F,2010-11-30,426000,2011-08-31,12645,9
60 months,F,2010-11-30,426000,2012-02-29,22062,15
60 months,F,2010-11-30,426000,2012-12-31,15252,25
60 months,F,2010-11-30,426000,2014-01-31,3489,38
60 months,F,2010-11-30,426000,2014-08-31,8321,45
60 months,F,2010-11-30,426000,2014-10-31,5148,47
60 months,F,2010-11-30,426000,2014-11-30,5969,48
60 months,F,2010-12-31,481100,,,
60 months,F,2010-12-31,481100,2011-06-30,24739,6
60 months,F,2010-12-31,481100,2011-12-31,5486,12
60 months,F,2010-12-31,481100,2012-05-31,1123,17
60 months,F,2010-12-31,481100,2012-06-30,6271,18
60 months,F,2010-12-31,481100,2012-10-31,16354,22
60 months,F,2010-12-31,481100,2013-01-31,11414,25
60 months,F,2010-12-31,481100,2013-05-31,14040,29
60 months,F,2010-12-31,481100,2013-07-31,9725,31
60 months,F,2010-12-31,481100,2013-10-31,4281,34
60 months,F,2010-12-31,481100,2014-02-28,7218,38
60 months,F,2010-12-31,481100,2014-05-31,13687,41
60 months,F,2011-01-31,457325,,,
60 months,F,2011-01-31,457325,2012-07-31,22266,18
60 months,F,2011-01-31,457325,2012-12-31,13376,23
60 months,F,2011-01-31,457325,2013-05-31,7886,28
60 months,F,2011-01-31,457325,2013-08-31,5010,31
60 months,F,2011-01-31,457325,2014-02-28,6177,37
60 months,F,2011-02-28,929375,,,
60 months,F,2011-02-28,929375,2011-12-31,12994,10
60 months,F,2011-02-28,929375,2012-03-31,4255,13
60 months,F,2011-02-28,929375,2012-04-30,21554,14
60 months,F,2011-02-28,929375,2012-05-31,10820,15
60 months,F,2011-02-28,929375,2012-12-31,4917,22
60 months,F,2011-02-28,929375,2013-04-30,2748,26
60 months,F,2011-02-28,929375,2014-07-31,15967,41
60 months,F,2011-02-28,929375,2014-09-30,12378,43
60 months,F,2011-02-28,929375,2014-11-30,2759,45
60 months,F,2011-02-28,929375,2015-06-30,10207,52
60 months,F,2011-03-31,1439200,,,
60 months,F,2011-03-31,1439200,2011-12-31,13416,9
60 months,F,2011-03-31,1439200,2012-03-31,28149,12
60 months,F,2011-03-31,1439200,2012-04-30,31148,13
60 months,F,2011-03-31,1439200,2012-09-30,12119,18
60 months,F,2011-03-31,1439200,2012-11-30,26865,20
60 months,F,2011-03-31,1439200,2012-12-31,43254,21
60 months,F,2011-03-31,1439200,2013-01-31,21270,22
60 months,F,2011-03-31,1439200,2013-02-28,21816,23
60 months,F,2011-03-31,1439200,2013-03-31,24942,24
60 months,F,2011-03-31,1439200,2013-07-31,11335,28
60 months,F,2011-03-31,1439200,2013-08-31,25294,29
60 months,F,2011-03-31,1439200,2013-09-30,11019,30
60 months,F,2011-03-31,1439200,2014-01-31,12942,34
60 months,F,2011-03-31,1439200,2014-04-30,21634,37
60 months,F,2011-03-31,1439200,2014-07-31,17049,40
60 months,F,2011-04-30,829175,,,
60 months,F,2011-04-30,829175,2012-01-31,13172,9
60 months,F,2011-04-30,829175,2012-02-29,13259,10
60 months,F,2011-04-30,829175,2012-05-31,7752,13
60 months,F,2011-04-30,829175,2012-08-31,1781,16
60 months,F,2011-04-30,829175,2012-10-31,20856,18
60 months,F,2011-04-30,829175,2013-01-31,14480,21
60 months,F,2011-04-30,829175,2013-02-28,16638,22
60 months,F,2011-04-30,829175,2013-05-31,20906,25
60 months,F,2011-04-30,829175,2013-11-30,21962,31
60 months,F,2011-04-30,829175,2013-12-31,19741,32
60 months,F,2011-04-30,829175,2014-03-31,18900,35
60 months,F,2011-04-30,829175,2014-11-30,16753,43
60 months,F,2011-05-31,1208225,,,
60 months,F,2011-05-31,1208225,2011-12-31,7925,7
60 months,F,2011-05-31,1208225,2012-03-31,9940,10
60 months,F,2011-05-31,1208225,2012-06-30,49577,13
60 months,F,2011-05-31,1208225,2012-09-30,9838,16
60 months,F,2011-05-31,1208225,2012-10-31,22193,17
60 months,F,2011-05-31,1208225,2012-11-30,77690,18
60 months,F,2011-05-31,1208225,2013-01-31,24060,20
60 months,F,2011-05-31,1208225,2013-02-28,35660,21
60 months,F,2011-05-31,1208225,2013-03-31,6419,22
60 months,F,2011-05-31,1208225,2013-04-30,30086,23
60 months,F,2011-05-31,1208225,2013-12-31,13175,31
60 months,F,2011-05-31,1208225,2015-01-31,3349,44
60 months,F,2011-05-31,1208225,2015-05-31,9002,48
60 months,F,2011-06-30,1261475,,,
60 months,F,2011-06-30,1261475,2012-02-29,28155,8
60 months,F,2011-06-30,1261475,2012-03-31,17505,9
60 months,F,2011-06-30,1261475,2012-06-30,9391,12
60 months,F,2011-06-30,1261475,2012-07-31,26067,13
60 months,F,2011-06-30,1261475,2012-08-31,13997,14
60 months,F,2011-06-30,1261475,2012-10-31,9716,16
60 months,F,2011-06-30,1261475,2012-11-30,4016,17
60 months,F,2011-06-30,1261475,2013-02-28,12648,20
60 months,F,2011-06-30,1261475,2013-07-31,29499,25
60 months,F,2011-06-30,1261475,2013-08-31,27905,26
60 months,F,2011-06-30,1261475,2013-09-30,38207,27
60 months,F,2011-06-30,1261475,2014-02-28,13989,32
60 months,F,2011-06-30,1261475,2014-04-30,19989,34
60 months,F,2011-06-30,1261475,2014-05-31,30955,35
60 months,F,2011-06-30,1261475,2014-09-30,11277,39
60 months,F,2011-06-30,1261475,2014-10-31,7467,40
60 months,F,2011-06-30,1261475,2015-02-28,9733,44
60 months,F,2011-07-31,1072575,,,
60 months,F,2011-07-31,1072575,2012-02-29,10989,7
60 months,F,2011-07-31,1072575,2012-03-31,36280,8
60 months,F,2011-07-31,1072575,2012-06-30,36172,11
60 months,F,2011-07-31,1072575,2012-07-31,20974,12
60 months,F,2011-07-31,1072575,2012-09-30,44844,14
60 months,F,2011-07-31,1072575,2012-11-30,23178,16
60 months,F,2011-07-31,1072575,2013-03-31,14622,20
